halstead_volume,halstead_difficult,halstead_effort,class
380.7356171694285,9.631578947368421,3667.0851548423902,0.0
214.05271769459029,4.588235294117647,982.1242341281201,0.0
310.91078368816466,4.24,1318.2617228378183,1.0
280.9441919741497,5.764705882352941,1619.5606360862748,0.0
371.3819625584137,6.421052631578948,2384.6631280066567,1.0
320.426077094456,8.833333333333334,2830.4303476676946,0.0
329.7137894740054,5.6,1846.3972210544302,0.0
352.5329788605819,8.842105263157894,3117.1337078198817,0.0
357.62707505625025,6.2105263157894735,2221.0523608756594,0.0
224.0081885617168,4.9411764705882355,1106.8639905402476,0.0
215.22355371615927,4.705882352941177,1012.8167233701613,0.0
302.60752504759637,8.833333333333334,2673.033137920435,0.0
224.0081885617168,4.9411764705882355,1106.8639905402476,0.0
321.1728988800479,9.705882352941178,3117.266371482818,1.0
460.74025686597946,8.879999999999999,4091.373480969897,0.0
389.3957486866659,5.583333333333333,2174.1262635005514,0.0
284.98440323159184,5.444444444444445,1551.5817509275557,1.0
360.0,6.6923076923076925,2409.2307692307695,0.0
215.22355371615927,4.705882352941177,1012.8167233701613,1.0
375.6361126709141,8.850000000000001,3324.3795971375903,0.0
349.77463164918527,7.695652173913043,2691.7439044306866,1.0
325.53233755120215,5.684210526315789,1850.3943397647279,0.0
65.72920075410866,0.0,0.0,0.0
334.70226255264447,9.705882352941178,3248.580783599197,1.0
304.312800138462,4.818181818181818,1466.2344006671353,0.0
65.72920075410866,0.0,0.0,1.0
285.403623592787,5.882352941176471,1678.8448446634532,0.0
320.426077094456,8.833333333333334,2830.4303476676946,1.0
352.93307042287904,5.8,2047.0118084526985,0.0
306.49450852513183,5.4,1655.070346035712,1.0
309.0676876406255,4.909090909090909,1517.2413756903434,0.0
348.2892142331043,9.5,3308.747535214491,1.0
65.72920075410866,0.0,0.0,1.0
307.1924875483175,5.6,1720.2779302705778,1.0
343.6453580433296,5.9,2027.507612455645,0.0
197.65428402504423,4.625,914.1510636158296,1.0
257.84303149524976,7.9411764705882355,2047.5770148152187,0.0
312.1602133046108,6.352941176470588,1983.1354727587038,0.0
65.72920075410866,0.0,0.0,1.0
302.60752504759637,8.833333333333334,2673.033137920435,1.0
560.0,10.08,5644.8,0.0
338.43165970615865,8.68421052631579,2939.0117816587463,1.0
155.3235879675129,2.2,341.71189352852844,0.0
339.2872250533656,5.894736842105263,2000.008905577734,0.0
298.5550890997629,5.777777777777778,1724.9849592430744,1.0
65.72920075410866,0.0,0.0,0.0
350.93690931020507,5.0,1754.6845465510253,1.0
332.8421251514428,8.399999999999999,2795.8738512721193,1.0
155.3235879675129,2.2,341.71189352852844,1.0
301.8506523353571,5.2,1569.623392143857,0.0
197.65428402504423,4.625,914.1510636158296,1.0
311.7774500490387,9.0,2805.997050441348,1.0
271.0285876233177,4.454545454545454,1207.3091630493243,1.0
298.5550890997629,5.777777777777778,1724.9849592430744,1.0
65.72920075410866,0.0,0.0,1.0
334.35764566378015,8.68421052631579,2903.6321860275643,0.0
336.88534910630756,4.222222222222222,1422.404807337743,0.0
230.70165975890765,4.555555555555555,1050.9742277905793,0.0
65.72920075410866,0.0,0.0,0.0
338.43165970615865,8.100000000000001,2741.2964436198854,0.0
350.93690931020507,5.0,1754.6845465510253,1.0
425.0,4.962962962962963,2109.259259259259,1.0
289.86305521142435,6.0,1739.1783312685461,0.0
155.3235879675129,2.2,341.71189352852844,0.0
302.60752504759637,8.666666666666666,2622.5985504125015,1.0
293.43760004615405,5.368421052631579,1575.2965897214585,1.0
197.65428402504423,4.625,914.1510636158296,1.0
284.2676750447117,7.833333333333334,2226.7634545169085,1.0
574.1061996861966,10.75,6171.641646626614,0.0
339.267146704276,6.333333333333333,2148.691929127081,0.0
361.6563306582419,6.959999999999999,2517.1280613813633,1.0
276.7159976350619,6.25,1729.474985219137,0.0
294.28526732617695,6.625,1949.6398960359222,1.0
278.63137138648347,7.833333333333334,2182.6124091941206,0.0
298.5550890997629,5.777777777777778,1724.9849592430744,1.0
280.9441919741497,5.882352941176471,1652.6128939655866,1.0
408.59592366803474,4.551724137931035,1859.8159284200203,1.0
392.5512476486815,8.125,3189.478887145537,1.0
65.72920075410866,0.0,0.0,1.0
294.3224868300616,5.882352941176471,1731.3087460591862,1.0
191.15673810496133,4.933333333333334,943.0399079844759,1.0
342.3519001557698,5.181818181818182,1774.0053008071707,1.0
448.95107662290235,5.379310344827586,2415.047170799061,0.0
341.32219946608984,4.75,1621.2804474639267,1.0
337.5970126536063,5.043478260869565,1702.6631942529712,1.0
366.8646389922032,9.31578947368421,3417.6337421905246,0.0
297.20679614558236,8.210526315789474,2440.224220984782,0.0
347.83253914244085,8.399999999999999,2921.7933287965025,0.0
334.35764566378015,5.4,1805.531286584413,0.0
65.72920075410866,0.0,0.0,1.0
286.72682280660666,2.391304347826087,685.6510980157985,1.0
357.23341857872305,8.55,3054.345728848082,1.0
342.3519001557698,8.7,2978.4615313551967,0.0
182.66088307807416,4.533333333333333,828.0626699539362,1.0
